Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude
525000.0,2.0,3.0,1323.0,38.258167,-122.011185
850000.0,3.0,4.0,1811.0,38.090206,-122.5773
899990.0,2.0,3.0,1755.0,38.528744,-122.78809
699999.0,3.0,5.0,2159.0,38.327293,-121.94755
829000.0,3.0,5.0,3321.0,38.302555,-121.97196
488000.0,3.0,5.0,2020.0,38.03872,-121.35963
629000.0,3.0,4.0,2664.0,39.120663,-121.632645
699900.0,2.0,3.0,1843.0,38.783978,-121.21592
375000.0,3.0,3.0,1675.0,38.980476,-120.89596
670000.0,3.0,3.0,2104.0,38.65906,-120.98778
649000.0,3.0,4.0,2349.0,38.716522,-120.709694
579000.0,2.0,3.0,1978.0,39.2442,-121.0519
599000.0,3.0,4.0,1973.0,38.43085,-121.381615
699900.0,3.0,5.0,2369.0,38.660618,-121.49474
465000.0,2.0,3.0,1532.0,38.669456,-121.30668
550000.0,2.0,4.0,1400.0,38.663467,-121.25756
550000.0,3.0,3.0,1661.0,38.61163,-121.52054
555000.0,2.0,3.0,1516.0,38.597893,-121.36346
765000.0,3.0,3.0,1690.0,38.59024,-121.369316
699999.0,3.0,5.0,2131.0,38.412834,-121.337456
640000.0,3.0,4.0,2328.0,38.3355,-121.93434
875000.0,3.0,4.0,2619.0,37.7481,-121.109184
449999.0,3.0,3.0,1408.0,38.610374,-121.445435
579900.0,2.0,4.0,1898.0,38.536144,-121.55905
769000.0,3.0,4.0,2494.0,38.68702,-121.10148
639000.0,3.0,3.0,2166.0,38.77465,-121.3812
715000.0,4.0,4.0,3489.0,38.97384,-121.54671
699000.0,3.0,3.0,2223.0,38.67862,-121.54397
689000.0,3.0,5.0,2943.0,38.878258,-121.29968
530000.0,2.0,3.0,1695.0,38.857822,-121.30785
720000.0,3.0,4.0,2733.0,37.990444,-121.36416
670000.0,2.0,3.0,2602.0,34.65972,-118.21412
325000.0,2.0,3.0,1626.0,40.87491,-121.66298
949000.0,3.0,4.0,2505.0,38.357742,-122.69911
789000.0,3.0,4.0,2331.0,37.743004,-121.4609
340000.0,2.0,3.0,1197.0,39.15812,-121.56731
899000.0,3.0,4.0,3000.0,38.45758,-121.2799
628000.0,2.0,4.0,1982.0,37.32596,-120.4464
950000.0,3.0,5.0,2627.0,35.026188,-120.47534
439000.0,2.0,3.0,1153.0,39.009953,-120.851685
729000.0,2.0,3.0,1704.0,32.806137,-116.87023
259000.0,2.0,3.0,1092.0,36.07541,-119.04215
899000.0,2.0,3.0,1439.0,34.187744,-118.62793
749000.0,2.0,3.0,2082.0,38.054516,-119.14924
749000.0,2.0,4.0,1900.0,32.838108,-116.525
975000.0,6.0,5.0,5421.0,34.63247,-118.18642
799000.0,3.0,4.0,3209.0,37.979225,-121.78405
620000.0,2.0,3.0,1212.0,36.690735,-121.661285
499900.0,2.0,3.0,2139.0,37.927204,-120.62964
285000.0,2.0,4.0,1504.0,36.71457,-119.788864
799999.0,4.0,4.0,2737.0,38.6435,-121.74203
579000.0,2.0,3.0,1686.0,37.745136,-121.43534
880000.0,5.0,5.0,3438.0,38.39096,-121.39345
429900.0,2.0,4.0,1942.0,36.800194,-119.70804
399000.0,3.0,3.0,1528.0,38.798813,-120.70255
435000.0,2.0,3.0,1744.0,36.770138,-119.81118
399000.0,3.0,6.0,2792.0,40.786415,-124.175354
385000.0,2.0,3.0,1036.0,37.666595,-121.01832
415000.0,2.0,3.0,1085.0,34.55977,-118.09783
595000.0,2.0,3.0,1776.0,38.351498,-121.996185
759500.0,3.0,5.0,2572.0,38.39304,-121.96675
627000.0,2.0,3.0,2362.0,38.002224,-120.330635
379996.0,3.0,3.0,1443.0,36.300064,-119.3457
979000.0,2.0,3.0,1260.0,33.88572,-118.32447
369000.0,3.0,3.0,2010.0,40.427334,-120.66021
610000.0,2.0,3.0,2160.0,36.376343,-119.65455
675000.0,2.0,4.0,2602.0,36.825462,-119.67551
425000.0,2.0,3.0,1670.0,40.578945,-124.137856
250000.0,2.0,3.0,1134.0,35.353123,-119.012856
950000.0,3.0,4.0,3788.0,32.976746,-115.54823
935000.0,2.0,3.0,1123.0,37.280373,-121.82375
570000.0,2.0,4.0,1600.0,37.822727,-121.24024
685000.0,3.0,3.0,1902.0,37.728344,-121.44984
890000.0,2.0,3.0,1364.0,35.13482,-120.61185
669000.0,2.0,3.0,1593.0,35.610233,-120.66867
649000.0,2.0,3.0,1473.0,35.60737,-120.682045
648000.0,2.0,3.0,1350.0,38.0486,-122.150696
520000.0,2.0,3.0,1296.0,38.35065,-121.96535
615000.0,3.0,3.0,1093.0,38.330547,-122.69766
325000.0,2.0,3.0,1434.0,39.167053,-121.74556
769000.0,2.0,3.0,1308.0,34.271294,-119.16376
949000.0,3.0,5.0,2564.0,34.238968,-119.05364
669900.0,3.0,3.0,1367.0,34.278614,-118.898926
999000.0,3.0,4.0,2370.0,34.23926,-118.84299
879000.0,2.0,4.0,1948.0,34.286674,-118.73372
889000.0,3.0,4.0,2028.0,34.284145,-118.75859
799000.0,2.0,4.0,1826.0,34.29014,-118.70923
790000.0,3.0,3.0,1733.0,34.27733,-118.77203
929000.0,2.0,4.0,1826.0,34.255657,-118.78417
919000.0,3.0,5.0,2723.0,34.277493,-118.67375
999999.0,2.0,3.0,1635.0,34.22852,-118.85726
689000.0,2.0,3.0,1710.0,33.328323,-117.15126
875000.0,3.0,4.0,1997.0,33.186714,-117.2619
975000.0,3.0,5.0,2203.0,33.17601,-117.26472
799999.0,3.0,5.0,1941.0,33.18665,-117.232864
899900.0,2.0,4.0,1494.0,33.15801,-117.13416
715000.0,2.0,4.0,1241.0,33.148552,-117.12298
795000.0,2.0,3.0,1274.0,33.116753,-117.07126
699900.0,2.0,3.0,1249.0,33.11007,-117.08084
799900.0,3.0,5.0,2610.0,33.029907,-116.89548
749000.0,3.0,3.0,2348.0,33.029926,-116.8836
725000.0,3.0,3.0,1752.0,33.019627,-116.88147
899000.0,2.0,3.0,1476.0,32.927948,-117.12896
710000.0,2.0,4.0,1372.0,32.834114,-116.88757
729000.0,2.0,4.0,1196.0,32.809242,-117.01995
820000.0,2.0,3.0,1380.0,32.774254,-117.05584
749900.0,2.0,4.0,1689.0,32.802547,-116.95496
560000.0,2.0,3.0,1352.0,32.624744,-117.07675
697000.0,2.0,3.0,1036.0,32.714764,-117.03326
679900.0,2.0,3.0,1345.0,32.677902,-117.06294
839000.0,2.0,4.0,1940.0,32.67994,-117.05125
775000.0,3.0,3.0,1621.0,32.648937,-116.96028
985000.0,2.0,3.0,1546.0,33.034016,-117.08119
499000.0,2.0,4.0,1551.0,34.11528,-117.38725
415000.0,2.0,3.0,1369.0,34.113358,-117.29903
679000.0,2.0,3.0,1980.0,34.144688,-117.308205
399999.0,2.0,3.0,1536.0,34.083714,-117.33358
529999.0,2.0,4.0,1415.0,34.0346,-117.489975
465000.0,2.0,3.0,1219.0,34.15726,-117.25022
599900.0,2.0,3.0,1136.0,34.237774,-116.944275
799900.0,3.0,3.0,2040.0,34.0226,-117.05016
409500.0,2.0,3.0,1374.0,34.24328,-117.286026
369000.0,2.0,3.0,1418.0,34.54883,-117.32594
469999.0,2.0,3.0,1772.0,34.38481,-117.288155
729900.0,3.0,5.0,3372.0,34.518967,-117.20877
400000.0,2.0,3.0,1862.0,34.4849,-117.26933
325000.0,2.0,3.0,1734.0,34.19853,-115.99426
609000.0,2.0,3.0,1101.0,34.074066,-117.63878
735000.0,3.0,4.0,2012.0,34.1266,-117.58896
825000.0,3.0,4.0,1771.0,34.125484,-117.55892
680000.0,3.0,3.0,1438.0,34.120777,-117.564384
539900.0,2.0,4.0,1500.0,34.030785,-117.31161
899900.0,2.0,4.0,1522.0,34.236763,-116.863
499000.0,2.0,3.0,1488.0,34.24594,-116.8293
799000.0,2.0,3.0,2108.0,33.831604,-117.54685
949900.0,3.0,4.0,3099.0,33.85594,-117.59108
849900.0,2.0,3.0,2276.0,33.836407,-117.58393
624888.0,4.0,3.0,1421.0,33.89055,-117.469765
579900.0,2.0,3.0,1284.0,33.978336,-117.482605
669999.0,2.0,3.0,1548.0,33.948124,-117.379
850000.0,2.0,4.0,2073.0,33.906704,-117.38306
499900.0,3.0,3.0,1600.0,33.948997,-117.251366
810000.0,2.0,4.0,2024.0,33.86225,-117.32528
569900.0,2.0,3.0,1125.0,33.882244,-117.32447
699000.0,3.0,3.0,2271.0,33.88357,-117.41355
619000.0,2.0,3.0,1582.0,33.881344,-117.41047
590000.0,3.0,3.0,1439.0,33.7284,-117.426926
315000.0,3.0,3.0,1597.0,33.761047,-116.97415
425000.0,2.0,3.0,1260.0,33.72463,-116.928734
899000.0,2.0,3.0,1225.0,33.854607,-116.53743
699000.0,3.0,5.0,4000.0,33.75528,-116.917946
825000.0,2.0,4.0,1925.0,33.71513,-116.3677
899000.0,2.0,3.0,2395.0,33.73419,-116.31221
450000.0,2.0,3.0,1230.0,33.664528,-116.306496
285000.0,3.0,3.0,1582.0,33.620285,-114.592865
649000.0,3.0,4.0,2440.0,33.560963,-117.22254
590000.0,3.0,3.0,1445.0,33.462845,-117.11802
605000.0,2.0,3.0,1424.0,33.513874,-117.11826
495000.0,3.0,3.0,1810.0,33.546818,-117.13198
259950.0,2.0,4.0,1114.0,39.507935,-121.55851
799000.0,2.0,3.0,2087.0,39.701435,-121.80271
875000.0,3.0,4.0,2372.0,39.81367,-121.88714
330000.0,3.0,3.0,1206.0,39.77044,-121.83725
449000.0,3.0,3.0,1728.0,39.509346,-121.47651
699900.0,3.0,3.0,1822.0,37.93547,-121.71658
800000.0,2.0,4.0,1661.0,37.9846,-121.7307
720000.0,3.0,3.0,2070.0,37.988983,-121.7801
599000.0,3.0,3.0,1524.0,38.0076,-121.79096
685000.0,2.0,4.0,2115.0,37.973957,-121.79104
750000.0,3.0,5.0,2899.0,37.973595,-121.79396
550000.0,3.0,3.0,1608.0,38.023224,-121.90317
619000.0,2.0,3.0,1634.0,37.999084,-121.8633
675000.0,3.0,3.0,1823.0,38.014015,-121.92646
929000.0,2.0,3.0,1337.0,37.94144,-122.311104
599000.0,2.0,3.0,2413.0,37.94961,-122.344765
675000.0,2.0,3.0,3383.0,34.840515,-119.08375
275000.0,2.0,3.0,1206.0,35.294197,-119.004074
290000.0,2.0,3.0,1113.0,36.295856,-119.7705
459900.0,2.0,3.0,2247.0,37.060825,-120.8513
499000.0,3.0,4.0,1932.0,37.305286,-120.48963
925000.0,2.0,3.0,1570.0,34.190456,-118.63931
799000.0,2.0,4.0,1296.0,34.19193,-118.550224
899000.0,2.0,3.0,1202.0,34.175865,-118.52393
999000.0,2.0,4.0,2215.0,34.209724,-118.51267
739000.0,2.0,3.0,1404.0,34.239433,-118.45818
745000.0,2.0,4.0,1331.0,34.275166,-118.480095
699999.0,2.0,4.0,1254.0,34.261257,-118.48883
799900.0,2.0,3.0,1780.0,34.24864,-118.50059
900000.0,2.0,4.0,2446.0,34.269356,-118.55077
479900.0,2.0,3.0,1707.0,34.546825,-118.083565
950000.0,3.0,4.0,2881.0,34.46981,-118.15393
320000.0,2.0,3.0,1025.0,34.62192,-117.86037
399000.0,2.0,3.0,1188.0,34.702633,-118.149765
399900.0,2.0,4.0,1272.0,34.68532,-118.12703
750000.0,3.0,3.0,1450.0,34.47272,-118.534164
999000.0,3.0,3.0,1766.0,33.906277,-118.36351
999000.0,3.0,4.0,1930.0,34.05621,-118.151276
899999.0,2.0,3.0,1421.0,34.107304,-118.230064
580000.0,2.0,4.0,1400.0,33.977085,-118.28627
749900.0,2.0,3.0,1232.0,33.97961,-118.312775
749999.0,3.0,5.0,2195.0,33.953857,-118.215065
739000.0,2.0,3.0,1358.0,33.96841,-118.12139
929000.0,2.0,3.0,1334.0,33.826553,-118.11155
789900.0,2.0,4.0,1384.0,33.897568,-117.99771
879000.0,2.0,5.0,2304.0,33.88973,-118.06802
889800.0,2.0,3.0,1444.0,33.97108,-118.02972
850000.0,2.0,3.0,1824.0,33.991417,-117.95643
924900.0,2.0,4.0,1733.0,33.93103,-118.01454
858000.0,4.0,4.0,1941.0,34.074574,-117.75843
699900.0,2.0,3.0,1016.0,34.102535,-117.878586
699000.0,2.0,3.0,1083.0,34.132378,-117.91605
899000.0,2.0,4.0,1840.0,34.126144,-117.86749
799000.0,2.0,4.0,1582.0,34.115326,-117.85359
725000.0,2.0,3.0,1316.0,34.019016,-117.917595
765000.0,2.0,3.0,1360.0,37.792706,-122.198425
825000.0,3.0,4.0,1740.0,37.63699,-122.097244
969000.0,2.0,3.0,1080.0,37.547085,-122.03115
999888.0,2.0,3.0,1582.0,37.66769,-121.784836
999999.0,2.0,4.0,1688.0,37.686813,-122.049484
948950.0,2.0,3.0,1475.0,37.6383,-122.10482
778000.0,2.0,4.0,1850.0,33.814964,-118.00305
910000.0,4.0,5.0,1543.0,33.790554,-117.92807
999900.0,2.0,3.0,1943.0,33.751842,-117.985634
958000.0,2.0,4.0,2215.0,33.9151,-117.94251
879000.0,2.0,4.0,1802.0,33.869255,-117.807884
989900.0,2.0,3.0,1350.0,33.853153,-117.744064
925000.0,2.0,3.0,1344.0,33.627403,-117.708206
559000.0,2.0,3.0,1688.0,38.50272,-121.546616
925000.0,3.0,4.0,3472.0,34.472042,-118.646126
654800.0,2.0,3.0,1317.0,33.83234,-117.55176
585000.0,3.0,5.0,2978.0,34.495373,-117.2329
390000.0,2.0,3.0,1442.0,34.48829,-117.20445
399999.0,3.0,4.0,2555.0,37.906162,-121.31807
925000.0,3.0,4.0,2945.0,34.50945,-118.63922
749999.0,3.0,3.0,1788.0,34.45716,-118.62763
469900.0,2.0,4.0,1204.0,34.12418,-117.219765
989000.0,4.0,5.0,3280.0,37.967407,-121.70604
599900.0,3.0,3.0,1916.0,33.582893,-117.17817
539000.0,2.0,3.0,1559.0,33.680214,-117.19161
599900.0,2.0,4.0,1615.0,33.913773,-117.319244
699000.0,3.0,3.0,1520.0,33.972073,-118.13023
819000.0,3.0,4.0,2813.0,33.530193,-117.10216
979900.0,2.0,3.0,1429.0,35.372925,-120.84947
639900.0,3.0,3.0,2280.0,33.755756,-117.464195
545000.0,3.0,5.0,2154.0,33.821278,-116.45125
495000.0,2.0,4.0,2257.0,33.73035,-117.061874
575000.0,3.0,4.0,1950.0,33.599056,-117.163185
655000.0,3.0,3.0,1936.0,34.13906,-117.44692
415000.0,2.0,4.0,2044.0,34.49597,-117.40635
675000.0,3.0,4.0,3638.0,34.673588,-118.21328
600000.0,2.0,3.0,1702.0,37.937046,-121.68569
749999.0,3.0,4.0,3193.0,37.92158,-121.622375
799000.0,3.0,3.0,1721.0,38.016365,-122.27565
525000.0,3.0,5.0,2589.0,38.999954,-121.54744
950000.0,2.0,3.0,1916.0,35.132366,-120.57138
699000.0,3.0,4.0,3000.0,34.20013,-117.36511
699000.0,3.0,4.0,1830.0,34.018684,-117.311195
569000.0,2.0,4.0,2519.0,33.748127,-116.2318
574999.0,3.0,3.0,2199.0,33.716496,-117.167015
470000.0,2.0,3.0,2270.0,33.962955,-117.04653
769900.0,4.0,4.0,3351.0,34.49049,-117.245316
439000.0,2.0,3.0,1727.0,34.150337,-116.07044
749000.0,2.0,4.0,2681.0,34.082134,-117.166626
835000.0,3.0,5.0,2644.0,33.959454,-117.57338
599000.0,2.0,3.0,1488.0,34.200928,-116.342545
459000.0,2.0,3.0,1928.0,34.430244,-117.58081
425000.0,2.0,3.0,1425.0,39.76065,-121.80994
579000.0,3.0,5.0,3113.0,39.76981,-121.89023
835000.0,4.0,5.0,3498.0,33.606785,-117.10524
419900.0,2.0,4.0,1513.0,37.349285,-120.62519
750000.0,3.0,3.0,1743.0,32.620598,-116.98657
774900.0,3.0,3.0,2423.0,34.095062,-117.74127
980000.0,3.0,4.0,2090.0,35.62597,-120.55174
750000.0,2.0,4.0,1750.0,38.968525,-122.66363
